vehicle_id,day,maintenance_strategy,days_since_last_maintenance,maintenance_interval,last_maintenance_cost,engine_health,tire_wear,oil_quality,predicted_speed,predicted_fuel_efficiency,predicted_maintenance_cost,risk_level,vehicle_age,unexpected_failures,maintenance_quality_score
7,1,2,23,16,218.49407080069813,30.0,100.0,20.0,20.0,19.01148459671089,94.55691852689188,84.21229345624027,7,0,96.4385327187986
4,1,1,47,59,222.3662040206443,30.0,79.84117043823774,20.0,46.324377671280445,20.642145744093344,144.9819113336319,90.97930749614432,4,0,55.103462519278445
8,1,2,7,31,143.4878506725599,73.10972420782343,17.655276565462515,68.32555922468939,68.02294732123615,30.566504196359716,50.0,63.182296030941785,13,0,97.68848551003954
5,1,0,88,68,239.36773081713545,30.0,100.0,20.0,28.998844521462928,19.23124879336625,428.2473270403616,97.83918000716068,15,1,73.30409996419664
7,2,0,98,87,187.05601137459524,30.0,100.0,20.0,33.840781179958284,18. 02551295941486,369.87011153832117,100.0,11,1,52.29439866497939
10,2,0,42,90,274.2141892202939,54.689786552859466,46.09360368634103,45.9663571778583,64.17220160189478,25.85307564135728,176.49435514554963,88.0796253909949,8,0,79.60187304502546
3,2,1,40,57,182.6345034415439,30.0,72.49763065961344,20.0,50.09212686606129,20.21111690086003,190.5976013195495,94.87180421876593,13,0,58.14097890617032
7,3,2,27,16,194.8898972676925,30.0,100.0,20.0,20.0,19.13111496645277,62.79403196003605,85.37866215683391,5,0,85.60668921583041
8,3,0,51,115,380.3559385041507,56.61684466717891,47.47924613177378,46.001887675528046,61.40791651706659,25.88597774794337,277.4549086822541,88.52411459524544,7,0,74.87942702377279
5,3,2,26,29,91.91838373901368,30.0,90.53948481832764,20.0,41.188640010857526,19.173498987737773,50.0,88.90200620692939,10,0,80.48996896535304
4,3,0,72,107,288.3407604009052,31.53151531843151,64.39735062046728,20.0,55.11935986776947,21.767481011163373,286.78676068666914,92.79668716473259,3,1,68.51656417633703
8,4,2,7,39,110.90240742695153,78.37396920226686,15.315922707256275,82.63239264759365,70.01247958137877,30.47117015074312,50.0,39.613039512287074,7,0,90.98260672554345
8,4,0,83,95,204.884446860882,30.0,88.64872569832696,20.0,47.69371058732282,19.910587329645725,327.9682930764376,97.62902330246422,11,1,64.35488348767886
3,4,0,39,67,439.5557524080361,39.16587782781324,61.50835115600504,31.74702378683071,59.06886401700948,21.43724057423577,448.0973450129055,95.81666383867672,11,1,73.41668080661641
6,4,1,30,38,108.3830433432515,30.0,78.10364624134418,20.0,48.63418412809472,20.94411989874315,95.60772654734924,92.17825637113695,8,0,59.108718144315205
5,5,0,95,117,296.71400656574247,30.0,78.77958548785712,20.0,47.78294097083528,19.286028992083327,335.4892832610044,95.62986102890974,5,1,59.350694855451245
2,5,0,70,117,208.87127951828137,41.18039501631736,63.49917589816583,31.276732115705755,56.99104360611301,21.69668577280388,164.06361258170494,91.98115456371127,4,0,50.094227181443664
8,7,0,53,96,457.7655754874659,46.752465282337056,56.901016250841685,36.83894377308855,57.238966738275984,23.338158170450537,369.1354188925646,92.95453959012772,8,0,55.227302049361384
6,7,2,7,30,174.696887256756,75.29168651198181,22.814188206164097,69.3123581927884,71.5500003670538,29.60120972260756,50.0,63.483148925033255,8,0,93.63497288180322
2,7,1,39,42,146.27612727536962,30.0,92.73614480993588,20.0,40.12575318927377,18.791792904148963,169.5738942113761,93.84952105017376,3,1,63.25239474913121
5,7,0,86,98,325.84955050823174,30.0,84.79766672018029,20.0,42.22224494777183,19.93035998584524,246.57064570313304,87.09459300459339,6,0,79.52703497703303
1,7,1,39,55,246.2972719406232,30.0,72.17711720973935,20.0,51.379746154080905,20.27697233559696,154.43036766496354,90.12575221855724,5,0,61.87123890721378
10,8,1,44,49,291.6236017838868,30.0,88.38334347277583,20.0,44.37936645969744,18.649184004443384,146.0785004105926,86.70888127131855,2,0,71.45559364340724
6,8,0,48,76,227.1561014858966,33.64369174048409,68.1143465035856,24.55565659139249,57.06374794727808,20.825738802949356,237.1488650253821,92.30848574257162,8,0,58.457571287141874
9,8,1,17,32,277.236354425869,42.97363113740783,52.92683515261888,31.818041503065487,56.37796380344738,23.862789258409457,213.17033836753234,93.81714215315439,12,0,60.91428923422801
1,8,0,55,96,477.0064399586216,46.54517301021323,57.1505227285628,26.93268575246175,59.01922089649667,23.52302852194001,455.9808017529386,95.85564407445463,14,0,55.72177962772684
10,9,0,59,78,470.7471905862232,30.0,76.29954351513236,20.0,48.00387376734216,20.634764531403142,397.0245607169778,90.91762578900364,6,0,60.41187105498185
3,9,1,16,41,227.082871372382,62.81431100518788,43.19195027508991,54.58854129488635,63.75474579349922,27.247494499675657,89.44788458078781,87.71657487747615,2,0,66.41712561261929
7,9,0,96,88,370.4372290521477,30.0,100.0,20.0,35.263250972600844,18.621946042766066,354.307885295425,90.0493627141245,12,0,79.75318642937748
4,9,1,10,56,180.64212663676452,84.04332602695163,17.36844355512127,78.47157777829361,72.25807449433526,30.65881715800733,51.98327127739907,43.36832947144533,5,0,69.92605139215357
9,9,1,45,36,250.4795764607576,30.0,100.0,20.0,27.902972988435515,18.54493436806619,175.89678968694824,89.30452427355011,1,0,55.97737863224942
3,10,0,54,87,335.9529064228262,33.488443018633035,62.931320505049,21.509639754803032,55.193834239524776,21.94133086472132,331.20633717567694,95.7302313504507,12,0,51.34884324774654
5,11,1,46,38,235.4876142456589,30.0,100.0,20.0,33.38880290740926,19.96094159556614,258.15607246331723,94.24186111211293,10,0,53.79069443943532
3,11,0,30,87,299.9602663470784,62.92527954004208,31.405916348533164,59.78501574509949,65.85610061399753,27.699176953315646,216.01347126208026,89.62466879236172,6,0,66.87665603819141
7,11,2,19,20,204.35439888733364,30.0,94.63936263454892,20.0,41.9436814553892,18.28743257811864,105.91323924221268,87.13107701462421,13,0,96.84461492687896
5,11,1,46,58,264.89430352090983,30.0,76.76853069781195,20.0,50.3684675806534,19.44166308937786,193.05822979843367,90.35748475619552,12,0,78.21257621902241
9,12,2,17,40,104.89416362247874,53.971632510949455,46.64842149851655,45.93292192254938,64.23634868782818,25.00554942292912,50.0,87.6229041523045,9,0,84.38547923847752
7,12,1,49,46,266.5859431148456,30.0,100.0,20.0,37.3340307989448,19.1571706971859,154.31168293747092,87.36343915062878,1,0,65.6828042468561
2,12,0,37,75,339.1037861266076,46.56426167226824,53.85597347866706,42.59940435816417,58.81284055580174,23.24378500281231,414.7241116695251,97.67479586266094,11,1,64.1260206866953
4,12,1,14,52,268.9331818180449,77.18518572378623,27.253629824024035,68.47456527294644,71.54032971183902,30.66627994224451,158.48865406450415,73.15754869543713,11,0,69.68165065927113
9,12,2,13,17,153.3212900779725,30.0,77.78603202205572,20.0,49.873887116025706,19.84086574546601,59.61554285200813,88.4615542852008,15,0,95.19222857399593
2,12,1,10,50,175.808097076607,79.83860218864311,20.42940444489328,79.0042838410406,70.32688566066416,31.737772624521327,102.15046932309352,52.46428351171468,10,0,70.61117451747441
10,12,2,8,40,235.5603245279278,76.23247458132552,16.293806169667008,80.62215493404321,70.61471851582806,31.40070850186541,50.0,46.56001084087953,12,0,94.39582906709373
9,12,2,7,18,122.69877548322822,59.18790200589059,37.64710107896831,51.89963608263573,66.26324297806192,27.14229149580359,50.0,86.53226612659246,12,0,97.33866936703768
10,12,0,95,101,445.4743138501501,30.0,90.05086706337029,20.0,39.64111099628711,19.710895806395957,467.15118613583843,92.70169251828769,15,0,73.99153740856158
5,13,0,92,96,319.40720037829146,30.0,97.06287377516716,20.0,44.61921978883959,19.40042394534533,379.79840496828564,96.26060454570205,14,0,53.69697727148974
2,14,1,49,50,202.819088510252,30.0,97.4687419520044,20.0,38.58211007828875,19.402569372832275,222.92453385549598,92.80881624874517,14,0,70.95591875627412
4,14,1,32,51,161.6936562978968,34.31284573067853,65.52494775492505,21.68674282457991,56.67837193669536,21.49681710060176,166.32419402141898,95.00312779415636,15,0,62.4843610292182
7,14,2,13,44,177.41717410523268,72.87020653921375,26.750159355448247,61.03056272898908,67.55047008244829,29.10849728539514,58.94886158647188,81.74427624589258,14,0,90.52556920676406
8,14,2,6,24,135.28590336695592,75.46677264897312,21.64566058429335,70.16933754806698,69.95329709972481,30.94568915005177,50.0,59.65685952024789,3,0,89.26345433502684
3,14,0,75,71,163.74429498457832,30.0,100.0,20.0,40.03038233802691,19.464581134851397,193.49580883086315,90.66069764115908,12,0,76.6965117942046
1,15,0,33,101,245.19951187052465,67.86666522829863,36.93912115891649,56.013542272902974,66.40816020684221,28.29428035531423,183.8903690230107,88.59286216606982,7,0,74.53568916965088
4,15,1,39,58,101.27580868131814,33.10421288121826,69.34559746046894,22.3046982317055,53.32841079790147,21.703301956851003,50.0,88.93910971726206,4,0,65.30445141368969
2,15,0,32,72,492.4241754698998,52.51013555923956,43.63368069237363,49.51307383812059,59.51802019667724,24.976262738663003,361.9506469259919,90.082561139197,9,0,72.08719430401499
8,16,2,18,25,244.17702566935708,30.0,72.17272169754311,20.0,48.21408484320472,19.558972233312968,50.0,85.02018522790443,3,0,82.3990738604778
4,16,1,22,51,179.031059494461,61.02763660919435,38.97938501373177,51.507720934836186,61.21389727722604,26.69496933017185,78.04661863971836,87.28236350515134,5,0,76.08818247424333
2,17,1,41,45,245.6741708679292,30.0,95.95687007487224,20.0,44.63905411306816,19.23031788749493,230.72224117870832,94.0833450006026,3,1,62.083274996987
6,17,0,63,67,271.0321344436487,30.0,95.69392379321783,20.0,40.11564906164736,19.873667370238945,312.2383940245576,92.67858793351074,7,1,79.10706033244631
6,17,1,28,37,234.2186314171952,30.0,73.5297163603099,20.0,47.41230148255703,20.21108134054917,95.52558852430954,86.90606345062673,5,0,77.96968274686633
10,17,1,47,56,261.0860086091958,30.0,84.78665537072388,20.0,45.89433507678685,19.902373282552432,189.14198429041824,90.05038428328929,9,0,72.24807858355356
4,17,1,25,54,289.3512489384482,58.22432817009373,42.39111995698624,40.1003364987323,62.36850371313084,25.762035521123597,179.21166086491934,91.82350469494357,7,0,58.38247652528216
6,17,0,95,99,290.0742965473852,30.0,100.0,20.0,42.8885935696492,18.076405567514783,255.44040718656325,90.21007846724045,2,0,53.94960766379775
2,18,1,49,42,256.65959659120955,30.0,100.0,20.0,31.404037377923576,19.230429793193828,161.07608262484646,86.87177929944082,4,0,75.64110350279593
10,18,2,21,41,125.2078366074602,52.589439410325575,52.69981537567409,37.87769931483607,56.98972400618348,25.17392470953916,50.0,86.89021345026532,9,0,88.04893274867338
2,19,0,63,61,496.6163063277769,30.0,100.0,20.0,41.3309067938372,18.315001096151608,472.1985761516771,90.87443526601598,12,0,75.62782366992008
10,19,0,45,89,159.0193595675229,47.00882916908309,52.73741157929435,43.93026763100308,58.339279194249016,24.44918918734694,197.85870696189076,94.05540995972584,14,0,64.72295020137082
4,20,0,89,89,361.2350822753923,30.0,100.0,20.0,42.12007898565234,19.18722108889283,282.3954061408418,88.56065929715137,2,0,62.196703514243126
8,20,1,11,41,231.90119633026544,70.44051710203229,28.563465581797256,66.31333840047176,71.44924138570374,28.25991527924967,150.40457726462407,81.39046540628661,10,0,77.09572336503288
7,20,1,11,39,237.60911141482575,74.23392366789332,29.35012280768013,64.17314068981213,70.35308426852399,28.41147040835741,156.08805473932208,81.81995255473302,9,0,68.11552947620834
9,20,1,35,41,124.0775157578178,30.0,89.2905445980567,20.0,43.86666017650079,20.495576656050133,124.95622877530039,91.5403159572217,10,0,67.29842021389153
8,21,0,42,70,478.4854242155956,39.23770119930924,55.78626710989758,29.79436775639076,57.930808755525206,22.411613491561653,354.7731861590011,89.14740433225361,5,0,66.76297833873193
5,21,0,85,74,213.414147667529,30.0,100.0,20.0,35.66955740950357,18.45484345744706,162.09993230607503,88.7729829038828,2,0,61.13508548058594
2,22,1,40,45,224.55068064796825,30.0,86.37176368519735,20.0,45.02478238508174,19.024060904648884,104.1148657809533,87.28614137882523,4,0,73.56929310587381
5,22,1,43,46,144.53521582461698,30.0,98.35840049021944,20.0,41.63190786318763,19.4172834026555,147.75726915469585,94.48320933590536,12,0,57.58395332047319
